area_type,availability,location,total_sqft,bath,balcony,price,BHK,price_per_sqft,sqft_per_bhk
Super built-up  Area,Ready To Move,Kalena Agrahara,1804.0,3.0,2.0,120.0,3,6651.885,601.333
Super built-up  Area,Ready To Move,Sarjapur,913.0,2.0,1.0,32.0,2,3504.929,456.5
Super built-up  Area,21-Dec,Talaghattapura,1868.0,3.0,2.0,131.0,3,7012.848,622.667
Built-up  Area,Ready To Move,Kengeri Satellite Town,883.0,2.0,1.0,45.0,2,5096.263,441.5
Plot  Area,Ready To Move,Sundara Nagar,900.0,2.0,1.0,110.0,2,12222.222,450.0
Super built-up  Area,Ready To Move,Kogilu,1664.0,2.0,3.0,73.95,3,4444.111,554.667
Super built-up  Area,Ready To Move,Hegde Nagar,2026.0,3.0,2.0,132.0,3,6515.301,675.333
Super built-up  Area,Ready To Move,Balagere,1210.0,2.0,1.0,80.9,2,6685.95,605.0
Plot  Area,Ready To Move,Meenakunte,4111.0,4.0,2.0,250.0,4,6081.245,1027.75
Super built-up  Area,Ready To Move,Kadugodi,1762.0,3.0,3.0,91.45,3,5190.125,587.333
Super built-up  Area,Ready To Move,Jigani,1252.0,3.0,3.0,55.0,3,4392.971,417.333
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,861.0,2.0,1.0,34.5,2,4006.969,430.5
Built-up  Area,Ready To Move,7th Phase JP Nagar,1420.0,2.0,1.0,100.0,3,7042.254,473.333
Plot  Area,Ready To Move,Srirampura,1450.0,6.0,0.0,250.0,6,17241.379,241.667
Built-up  Area,Ready To Move,Electronics City Phase 1,1490.0,3.0,1.0,78.8,3,5288.591,496.667
Super built-up  Area,Ready To Move,Bisuvanahalli,1075.0,2.0,1.0,46.0,3,4279.07,358.333
Super built-up  Area,18-Aug,Old Madras Road,1425.0,2.0,2.0,94.0,3,6596.491,475.0
Built-up  Area,Ready To Move,Kalena Agrahara,1200.0,2.0,1.0,40.0,2,3333.333,600.0
Super built-up  Area,Ready To Move,Kaggadasapura,1280.0,2.0,2.0,56.0,3,4375.0,426.667
Super built-up  Area,Ready To Move,Silver Springs Layout,1084.0,2.0,2.0,50.0,2,4612.546,542.0
Super built-up  Area,18-Jul,Chandapura,1015.0,2.0,2.0,25.88,2,2549.754,507.5
Super built-up  Area,21-May,Kanakpura Road,1017.0,2.0,1.0,51.25,2,5039.331,508.5
Super built-up  Area,Ready To Move,Haralur Road,1027.0,2.0,2.0,44.0,2,4284.323,513.5
Super built-up  Area,Ready To Move,Electronic City Phase II,1069.0,2.0,2.0,45.0,2,4209.542,534.5
Super built-up  Area,Ready To Move,Hebbal,1349.0,2.0,1.0,98.2,2,7279.466,674.5
Super built-up  Area,Ready To Move,9th Phase JP Nagar,1005.0,2.0,1.0,50.0,2,4975.124,502.5
Super built-up  Area,Ready To Move,Jakkur,1417.0,2.0,3.0,75.0,2,5292.872,708.5
Plot  Area,18-Jan,TC Palaya,1475.0,3.0,1.0,98.0,3,6644.068,491.667
Carpet  Area,Ready To Move,Maruthi Sevanagar,950.0,2.0,2.0,47.0,2,4947.368,475.0
Super built-up  Area,Ready To Move,RMV 2nd Stage,2000.0,4.0,0.0,120.0,4,6000.0,500.0
Plot  Area,Ready To Move,Giri Nagar,880.0,3.0,1.0,140.0,3,15909.091,293.333
Super built-up  Area,Ready To Move,Sarjapur  Road,1863.0,3.0,2.0,104.0,4,5582.394,465.75
Super built-up  Area,Ready To Move,Singasandra,1010.0,2.0,1.0,29.5,2,2920.792,505.0
Super built-up  Area,Ready To Move,Kalena Agrahara,1425.0,2.0,1.0,70.0,3,4912.281,475.0
Super built-up  Area,Ready To Move,Vijayanagar,1450.0,3.0,0.0,100.0,3,6896.552,483.333
Super built-up  Area,Ready To Move,Kothanur,1847.0,3.0,2.0,105.0,3,5684.894,615.667
Super built-up  Area,Ready To Move,AECS Layout,1100.0,2.0,3.0,45.0,2,4090.909,550.0
Super built-up  Area,20-Dec,Kanakpura Road,525.0,1.0,1.0,26.0,1,4952.381,525.0
Super built-up  Area,Ready To Move,Mallasandra,1665.0,3.0,2.0,95.0,3,5705.706,555.0
Super built-up  Area,Ready To Move,Begur,1664.0,4.0,3.0,65.0,4,3906.25,416.0
Super built-up  Area,Ready To Move,JP Nagar,1850.0,3.0,3.0,150.0,3,8108.108,616.667
Super built-up  Area,Ready To Move,Panathur,1438.0,2.0,3.0,100.0,2,6954.103,719.0
Super built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,1560.0,3.0,3.0,115.0,3,7371.795,520.0
Super built-up  Area,18-Apr,Yelahanka,1350.0,2.0,1.0,55.55,2,4114.815,675.0
Super built-up  Area,Ready To Move,Kanakpura Road,1550.0,3.0,3.0,67.0,3,4322.581,516.667
Super built-up  Area,18-Apr,Malleshpalya,1140.0,2.0,2.0,46.5,2,4078.947,570.0
Plot  Area,Ready To Move,Srirampura,1200.0,5.0,2.0,180.0,5,15000.0,240.0
Super built-up  Area,18-Dec,Kodathi,850.0,2.0,2.0,27.0,2,3176.471,425.0
Super built-up  Area,Ready To Move,Whitefield,1280.0,2.0,2.0,75.0,2,5859.375,640.0
Built-up  Area,Ready To Move,Munnekollal,1170.0,2.0,2.0,52.0,2,4444.444,585.0
Super built-up  Area,Ready To Move,Motappa Layout,1113.0,2.0,1.0,51.0,2,4582.21,556.5
Super built-up  Area,Ready To Move,Hennur Road,1385.0,2.0,1.0,83.09,2,5999.278,692.5
Super built-up  Area,18-Apr,Electronic City,1128.0,2.0,1.0,65.0,2,5762.411,564.0
Plot  Area,Ready To Move,Marathahalli,1200.0,2.0,2.0,128.0,2,10666.667,600.0
Plot  Area,Ready To Move,Akshaya Vana,1200.0,4.0,3.0,165.0,4,13750.0,300.0
Super built-up  Area,Ready To Move,Rajaji Nagar,2390.0,3.0,2.0,415.0,3,17364.017,796.667
Plot  Area,Ready To Move,Giri Nagar,2400.0,4.0,1.0,400.0,4,16666.667,600.0
Super built-up  Area,Ready To Move,Haralur Road,1464.0,3.0,2.0,56.0,3,3825.137,488.0
Super built-up  Area,Ready To Move,Manayata Tech Park,1200.0,2.0,2.0,55.0,2,4583.333,600.0
Super built-up  Area,Ready To Move,Kaval Byrasandra,1200.0,2.0,2.0,52.0,2,4333.333,600.0
Super built-up  Area,Ready To Move,Kaggalipura,1150.0,2.0,1.0,55.0,3,4782.609,383.333
Built-up  Area,Ready To Move,Basavanna Nagar,1645.0,3.0,2.0,95.0,3,5775.076,548.333
Super built-up  Area,20-Mar,Sarjapur  Road,1000.0,2.0,1.0,67.0,2,6700.0,500.0
Plot  Area,Ready To Move,Haralur Road,2650.0,4.0,2.0,198.0,4,7471.698,662.5
Super built-up  Area,Ready To Move,6th Phase JP Nagar,1192.0,2.0,2.0,74.0,2,6208.054,596.0
Super built-up  Area,Ready To Move,Ulsoor,2135.0,3.0,2.0,215.0,3,10070.258,711.667
Super built-up  Area,19-Dec,Whitefield,1173.0,2.0,1.0,58.0,2,4944.587,586.5
Built-up  Area,Ready To Move,Uttarahalli,1020.0,2.0,2.0,45.0,2,4411.765,510.0
Super built-up  Area,Ready To Move,Thigalarapalya,3122.0,6.0,2.0,230.0,4,7367.072,780.5
Super built-up  Area,Ready To Move,Somasundara Palya,1600.0,3.0,3.0,64.0,3,4000.0,533.333
Plot  Area,18-Mar,T.C PALYA,1200.0,2.0,0.0,79.0,2,6583.333,600.0
Carpet  Area,Ready To Move,Muneshwara Nagar,1230.0,2.0,3.0,48.0,2,3902.439,615.0
Super built-up  Area,Ready To Move, Devarachikkanahalli,1250.0,2.0,2.0,40.0,2,3200.0,625.0
Super built-up  Area,Ready To Move,Kalena Agrahara,1325.0,2.0,2.0,76.0,2,5735.849,662.5
Built-up  Area,Ready To Move,7th Phase JP Nagar,1850.0,3.0,1.0,150.0,3,8108.108,616.667
Super built-up  Area,21-Dec,Kanakpura Road,525.0,2.0,2.0,21.53,1,4100.952,525.0
Super built-up  Area,Ready To Move,Basaveshwara Nagar,1200.0,2.0,2.0,65.0,2,5416.667,600.0
Plot  Area,Ready To Move,Bull Temple Road,1350.0,2.0,0.0,140.0,3,10370.37,450.0
Super built-up  Area,18-Jun,Bommasandra,1260.0,3.0,1.0,49.36,3,3917.46,420.0
Super built-up  Area,Ready To Move,Prashanth Nagar,1800.0,3.0,0.0,150.0,3,8333.333,600.0
Plot  Area,18-Dec,Suragajakkanahalli,11.0,3.0,2.0,74.0,3,672727.273,3.667
Built-up  Area,Ready To Move,Ardendale,1100.0,2.0,1.0,43.25,2,3931.818,550.0
Super built-up  Area,Ready To Move,Harlur,1508.0,2.0,1.0,77.0,2,5106.101,754.0
Carpet  Area,Ready To Move,Sampigehalli,1592.0,3.0,2.0,75.0,3,4711.055,530.667
Super built-up  Area,Ready To Move,Akshaya Nagar,1388.0,2.0,3.0,57.0,2,4106.628,694.0
Super built-up  Area,18-May,Electronic City Phase II,630.0,1.0,1.0,28.35,1,4500.0,630.0
Plot  Area,Ready To Move,RMV,2000.0,3.0,2.0,365.0,3,18250.0,666.667
Super built-up  Area,Ready To Move,Banashankari3rd stage bigbazar,1762.0,3.0,1.0,125.0,3,7094.211,587.333
Super built-up  Area,21-Dec,Bagalur Main Road,950.0,2.0,2.0,50.0,2,5263.158,475.0
Super built-up  Area,Ready To Move,Kodihalli,3252.0,5.0,3.0,335.0,4,10301.353,813.0
Super built-up  Area,18-Aug,Magadi Road,1116.0,2.0,1.0,50.0,2,4480.287,558.0
Super built-up  Area,Ready To Move,Narayanapura,1308.0,2.0,2.0,89.04,2,6807.339,654.0
Super built-up  Area,Ready To Move,MS Pallya,1200.0,3.0,0.0,90.0,3,7500.0,400.0
Plot  Area,Ready To Move,Binny Mills Employees Colony,1500.0,4.0,2.0,230.0,4,15333.333,375.0
Built-up  Area,Ready To Move,Bannerghatta Road,500.0,1.0,1.0,18.5,1,3700.0,500.0
Super built-up  Area,Ready To Move,Hennur,1075.0,2.0,1.0,52.0,2,4837.209,537.5
Super built-up  Area,18-Mar,Chandapura,530.0,1.0,0.0,11.66,1,2200.0,530.0
Built-up  Area,Ready To Move,Bellandur,1205.0,2.0,3.0,66.0,2,5477.178,602.5
Super built-up  Area,Ready To Move,5th Phase JP Nagar,1075.0,2.0,2.0,60.0,2,5581.395,537.5
Built-up  Area,Ready To Move,KR Puram,930.0,2.0,2.0,39.0,2,4193.548,465.0
Super built-up  Area,Ready To Move,Balagere,1380.0,2.0,1.0,60.0,2,4347.826,690.0
Super built-up  Area,Ready To Move,Hebbal,2483.0,5.0,2.0,212.0,4,8538.059,620.75
Built-up  Area,Ready To Move,Kodigehaali,1166.0,2.0,2.0,55.0,2,4716.981,583.0
Super built-up  Area,Ready To Move,Bannerghatta Road,1050.0,2.0,1.0,65.0,2,6190.476,525.0
Super built-up  Area,19-Mar,Gopalapura,2023.71,3.0,2.0,275.0,3,13588.904,674.57
Super built-up  Area,Ready To Move,Begur Road,1200.0,2.0,2.0,46.8,2,3900.0,600.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1600.0,2.0,1.0,108.0,3,6750.0,533.333
Super built-up  Area,Ready To Move,Billekahalli,1935.0,3.0,2.0,110.0,3,5684.755,645.0
Super built-up  Area,18-May,8th Phase JP Nagar,451.0,1.0,0.0,29.9,1,6629.712,451.0
Super built-up  Area,Ready To Move,Electronic City,1800.0,3.0,2.0,95.0,3,5277.778,600.0
Super built-up  Area,18-May,Jalahalli,1400.0,3.0,0.0,77.0,3,5500.0,466.667
Super built-up  Area,Ready To Move,Hegde Nagar,1801.0,3.0,2.0,115.0,3,6385.341,600.333
Built-up  Area,Ready To Move,Mahadevpura,1451.0,2.0,2.0,90.0,2,6202.619,725.5
Plot  Area,19-Jan,Anekal,1200.0,1.0,1.0,36.0,2,3000.0,600.0
Super built-up  Area,Ready To Move,Begur Road,1160.0,2.0,2.0,44.0,2,3793.103,580.0
Built-up  Area,Ready To Move,Kengeri,1000.0,2.0,1.0,25.0,2,2500.0,500.0
Super built-up  Area,Ready To Move,Kanakpura Road,950.0,2.0,1.0,40.0,2,4210.526,475.0
Built-up  Area,20-Dec,"Hoodi Circle, ",1629.0,3.0,2.0,79.0,3,4849.601,543.0
Built-up  Area,Ready To Move,Vijayanagar,1580.0,2.0,0.0,134.0,3,8481.013,526.667
Super built-up  Area,21-Jun,Vijayanagar,1826.0,3.0,2.0,121.0,3,6626.506,608.667
Built-up  Area,Ready To Move,7th Phase JP Nagar,1245.0,2.0,1.0,94.0,2,7550.201,622.5
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1145.0,2.0,2.0,45.79,2,3999.127,572.5
Super built-up  Area,Ready To Move,Sompura,825.0,2.0,1.0,33.0,2,4000.0,412.5
Super built-up  Area,18-Aug,Yeshwanthpur,1693.0,3.0,3.0,108.0,3,6379.209,564.333
Super built-up  Area,Ready To Move,Electronics City Phase 1,1113.27,2.0,2.0,53.0,2,4760.75,556.635
Built-up  Area,Ready To Move,Ashirvad Colony,1460.0,2.0,1.0,58.0,2,3972.603,730.0
Built-up  Area,Ready To Move,Doddathoguru,1050.0,2.0,1.0,32.0,2,3047.619,525.0
Built-up  Area,Ready To Move,Dodda Nekkundi,1260.0,2.0,2.0,55.0,2,4365.079,630.0
Super built-up  Area,Ready To Move,K N Extension,700.0,3.0,2.0,120.0,6,17142.857,116.667
Built-up  Area,Ready To Move,Hosur Road,1656.0,2.0,1.0,120.0,2,7246.377,828.0
Super built-up  Area,Ready To Move,Chandapura,1208.0,3.0,1.0,45.0,3,3725.166,402.667
Super built-up  Area,Ready To Move,Whitefield,1910.0,3.0,2.0,161.0,3,8429.319,636.667
Super built-up  Area,Ready To Move,Whitefield,3252.0,4.0,1.0,230.0,4,7072.571,813.0
Plot  Area,Ready To Move,Battarahalli,1200.0,2.0,1.0,65.0,2,5416.667,600.0
Super built-up  Area,Ready To Move,Gokula Extension,1200.0,4.0,1.0,175.0,4,14583.333,300.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1175.0,2.0,1.0,82.0,2,6978.723,587.5
Plot  Area,Ready To Move,Kamakshipalya,1000.0,2.0,0.0,165.0,2,16500.0,500.0
Plot  Area,Ready To Move,Bannerghatta Road,1200.0,2.0,0.0,125.0,4,10416.667,300.0
Super built-up  Area,Ready To Move,Rajaji Nagar,2390.0,3.0,2.0,410.0,3,17154.812,796.667
Super built-up  Area,19-Jan,Rajaji Nagar,12000.0,6.0,3.0,2200.0,7,18333.333,1714.286
Plot  Area,Ready To Move,Sultan Palaya,550.0,1.0,1.0,62.0,2,11272.727,275.0
Super built-up  Area,Ready To Move,Kengeri,1280.0,1.0,0.0,18.5,1,1445.312,1280.0
Super built-up  Area,Ready To Move,Sanne Amanikere,1185.0,2.0,2.0,38.0,2,3206.751,592.5
Super built-up  Area,Ready To Move,Kengeri,750.0,2.0,1.0,38.0,2,5066.667,375.0
Plot  Area,Ready To Move,Mahalakshmi Layout,1200.0,7.0,3.0,250.0,6,20833.333,200.0
Super built-up  Area,Ready To Move,Kanakpura Road,1550.0,3.0,3.0,64.5,3,4161.29,516.667
Built-up  Area,Ready To Move,Amco Colony,1760.0,3.0,2.0,88.0,3,5000.0,586.667
Super built-up  Area,Ready To Move,Billekahalli,1125.0,2.0,2.0,62.0,2,5511.111,562.5
Plot  Area,Ready To Move,Nagarbhavi,1350.0,3.0,2.0,150.0,3,11111.111,450.0
Plot  Area,17-Dec,Anandapura,1000.0,2.0,1.0,55.0,2,5500.0,500.0
Built-up  Area,18-Aug,Bommasandra Industrial Area,1090.0,2.0,2.0,31.48,2,2888.073,545.0
Plot  Area,Ready To Move,TC Palaya,1200.0,2.0,0.0,60.0,2,5000.0,600.0
Super built-up  Area,Ready To Move,Budigere,1991.0,4.0,2.0,103.0,3,5173.28,663.667
Super built-up  Area,18-Oct,Bommasandra,1060.0,2.0,1.0,26.5,2,2500.0,530.0
Super built-up  Area,Ready To Move,Ambalipura,1105.0,2.0,1.0,75.0,2,6787.33,552.5
Built-up  Area,Ready To Move,Hoodi,985.0,2.0,2.0,67.0,2,6802.03,492.5
Plot  Area,Ready To Move,Chandapura,1533.0,5.0,3.0,85.0,6,5544.684,255.5
Super built-up  Area,17-Jul,Balagere,1590.0,3.0,2.0,79.0,3,4968.553,530.0
Super built-up  Area,Ready To Move,CV Raman Nagar,1120.0,2.0,2.0,55.0,2,4910.714,560.0
Super built-up  Area,Ready To Move,Samethanahalli,1069.0,2.0,1.0,55.0,2,5144.995,534.5
Super built-up  Area,Ready To Move,Marathahalli,1933.0,3.0,2.0,140.0,3,7242.628,644.333
Built-up  Area,16-Mar,Hosur Road,1194.0,2.0,0.0,69.0,2,5778.894,597.0
Super built-up  Area,Ready To Move,Brookefield,1150.0,2.0,3.0,69.0,2,6000.0,575.0
Super built-up  Area,Ready To Move,Yelenahalli,1240.0,2.0,2.0,47.12,2,3800.0,620.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1419.0,2.0,2.0,48.1,2,3389.711,709.5
Plot  Area,Ready To Move,7th Phase JP Nagar,1200.0,8.0,2.0,250.0,8,20833.333,150.0
Super built-up  Area,Ready To Move,Richmond Town,2150.0,4.0,2.0,240.0,3,11162.791,716.667
Super built-up  Area,Ready To Move,Suddaguntepalya,1450.0,3.0,2.0,55.0,3,3793.103,483.333
Super built-up  Area,18-Jul,Udayapur Village,1630.0,3.0,2.0,68.29,3,4189.571,543.333
Super built-up  Area,Ready To Move,Dasanapura,708.0,1.0,1.0,40.0,2,5649.718,354.0
Plot  Area,Ready To Move,Kasavanhalli,1000.0,4.0,3.0,110.0,3,11000.0,333.333
Plot  Area,Ready To Move,Whitefield,11890.0,4.0,3.0,700.0,4,5887.3,2972.5
Super built-up  Area,Ready To Move,Bellandur,1250.0,2.0,1.0,76.0,2,6080.0,625.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1400.0,2.0,1.0,95.0,3,6785.714,466.667
Super built-up  Area,Ready To Move,Sarjapur  Road,1670.0,2.0,3.0,57.0,3,3413.174,556.667
Super built-up  Area,Ready To Move,Ardendale,1750.0,3.0,2.0,100.0,3,5714.286,583.333
Super built-up  Area,Ready To Move,Vittasandra,1404.0,2.0,1.0,71.0,2,5056.98,702.0
Super built-up  Area,Ready To Move,Hoodi,1715.0,2.0,2.0,95.0,3,5539.359,571.667
Built-up  Area,18-Apr,Electronic City,630.0,1.0,1.0,34.65,1,5500.0,630.0
Super built-up  Area,Ready To Move,Harlur,1752.12,3.0,2.0,135.0,3,7704.952,584.04
Super built-up  Area,Ready To Move,Hulimavu,1650.0,3.0,2.0,78.0,3,4727.273,550.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1295.0,2.0,1.0,55.47,2,4283.398,647.5
Plot  Area,Ready To Move,Giri Nagar,1800.0,3.0,2.0,252.0,3,14000.0,600.0
Super built-up  Area,18-Sep,Sarjapur  Road,1346.0,2.0,1.0,74.03,2,5500.0,673.0
Plot  Area,Ready To Move,Thippasandra,1200.0,4.0,2.0,200.0,4,16666.667,300.0
Super built-up  Area,Ready To Move,Hormavu,1150.0,2.0,2.0,55.0,2,4782.609,575.0
Built-up  Area,Ready To Move,Chikkabidarakallu,3309.0,4.0,3.0,325.0,4,9821.698,827.25
Super built-up  Area,18-May,Chandapura,1190.0,2.0,2.0,30.35,3,2550.42,396.667
Super built-up  Area,Ready To Move,AECS Layout,1620.0,3.0,2.0,98.0,3,6049.383,540.0
Super built-up  Area,18-Apr,Marathahalli,950.0,2.0,1.0,46.96,2,4943.158,475.0
Super built-up  Area,Ready To Move,1 Giri Nagar,5000.0,9.0,3.0,360.0,11,7200.0,454.545
Super built-up  Area,Ready To Move,Harlur,2450.0,3.0,0.0,120.0,3,4897.959,816.667
Super built-up  Area,18-May,Electronic City Phase II,1220.0,2.0,1.0,35.23,3,2887.705,406.667
Super built-up  Area,Ready To Move,Hoysalanagar,850.0,2.0,1.0,30.0,2,3529.412,425.0
Built-up  Area,Ready To Move,Padmanabhanagar,1020.0,2.0,2.0,63.0,2,6176.471,510.0
Built-up  Area,Ready To Move,Chikkalasandra,1100.0,2.0,2.0,50.0,2,4545.455,550.0
Super built-up  Area,Ready To Move,Defence Colony,1150.0,2.0,2.0,126.0,2,10956.522,575.0
Super built-up  Area,18-Dec,Hebbal,1760.0,2.0,2.0,130.0,3,7386.364,586.667
Super built-up  Area,Ready To Move,Ambalipura,1800.0,3.0,3.0,110.0,3,6111.111,600.0
Super built-up  Area,Ready To Move,Akshaya Nagar,1070.0,2.0,1.0,54.0,2,5046.729,535.0
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,1500.0,4.0,2.0,220.0,4,14666.667,375.0
Plot  Area,Ready To Move,Vidyaranyapura,1440.0,2.0,0.0,95.0,2,6597.222,720.0
Super built-up  Area,Ready To Move,Amruthahalli,900.0,2.0,1.0,40.0,2,4444.444,450.0
Built-up  Area,Ready To Move,ITI Employees Layout,1200.0,4.0,1.0,230.0,4,19166.667,300.0
Super built-up  Area,18-May,Whitefield,1130.0,2.0,1.0,42.16,2,3730.973,565.0
Super built-up  Area,Ready To Move,Koramangala,1320.0,2.0,1.0,165.0,2,12500.0,660.0
Super built-up  Area,19-Jun,Kodigehalli,1270.0,2.0,1.0,98.0,2,7716.535,635.0
Built-up  Area,Ready To Move,Patelappa Layout,1200.0,2.0,1.0,62.0,2,5166.667,600.0
Super built-up  Area,Ready To Move,Ring Road Nagarbhavi,4800.0,4.0,2.0,235.0,4,4895.833,1200.0
Super built-up  Area,Ready To Move,NS Palya,1200.0,2.0,1.0,74.0,2,6166.667,600.0
Super built-up  Area,Ready To Move,Subramanyapura,929.0,2.0,0.0,50.17,2,5400.431,464.5
Built-up  Area,Ready To Move,RMV 2nd Stage,1150.0,4.0,2.0,260.0,4,22608.696,287.5
Plot  Area,Ready To Move,Basavangudi,1125.0,4.0,3.0,180.0,4,16000.0,281.25
Plot  Area,Ready To Move,Kenchenahalli,500.0,3.0,2.0,65.0,5,13000.0,100.0
Plot  Area,Ready To Move,3rd Block Hrbr Layout,1200.0,5.0,2.0,190.0,5,15833.333,240.0
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,1464.0,3.0,2.0,56.0,3,3825.137,488.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3600.0,4.0,3.0,400.0,4,11111.111,900.0
Plot  Area,Ready To Move,Bank Avenue,2000.0,4.0,2.0,99.0,4,4950.0,500.0
Super built-up  Area,Ready To Move,Chikkalasandra,1208.0,2.0,1.0,49.0,2,4056.291,604.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,1130.0,2.0,2.0,60.0,2,5309.735,565.0
Super built-up  Area,Ready To Move,Surabhi Layout,1753.0,3.0,2.0,120.0,3,6845.408,584.333
Super built-up  Area,Ready To Move,Old Madras Road,4500.0,7.0,3.0,337.0,5,7488.889,900.0
Plot  Area,Ready To Move,Banjara Layout,600.0,3.0,2.0,58.0,3,9666.667,200.0
Super built-up  Area,22-Jun,Hoodi,1196.0,2.0,2.0,94.42,2,7894.649,598.0
Built-up  Area,Ready To Move,5th Phase JP Nagar,1150.0,3.0,3.0,52.5,2,4565.217,575.0
Super built-up  Area,18-Apr,Electronic City,1128.0,2.0,1.0,63.0,2,5585.106,564.0
Super built-up  Area,Ready To Move,Omkar Nagar,1000.0,2.0,1.0,53.0,2,5300.0,500.0
Super built-up  Area,Ready To Move,Yelahanka,1035.0,2.0,1.0,45.0,2,4347.826,517.5
Built-up  Area,Ready To Move,Kereguddadahalli,950.0,2.0,1.0,32.0,2,3368.421,475.0
Super built-up  Area,Ready To Move,Bisuvanahalli,1075.0,2.0,1.0,36.0,3,3348.837,358.333
Super built-up  Area,Ready To Move,Whitefield,1040.0,2.0,1.0,48.5,2,4663.462,520.0
Plot  Area,17-Oct,Maragondanahalli,720.0,2.0,1.0,45.0,2,6250.0,360.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,1511.0,3.0,1.0,95.0,3,6287.227,503.667
Built-up  Area,Ready To Move,Silk Board,1300.0,3.0,1.0,58.0,3,4461.538,433.333
Super built-up  Area,19-Dec,Hoodi,1545.0,3.0,1.0,68.75,3,4449.838,515.0
Built-up  Area,Ready To Move,Shampura,375.0,2.0,0.0,26.0,1,6933.333,375.0
Super built-up  Area,Ready To Move,Vidyaranyapura,1062.0,2.0,3.0,38.0,2,3578.154,531.0
Super built-up  Area,Ready To Move,Kada Agrahara,1115.0,2.0,1.0,40.0,2,3587.444,557.5
Super built-up  Area,Ready To Move,JP Nagar,1000.0,2.0,1.0,35.0,2,3500.0,500.0
Super built-up  Area,17-May,Kambipura,883.0,2.0,1.0,45.0,2,5096.263,441.5
Super built-up  Area,19-Apr,Sarjapur  Road,1195.0,2.0,1.0,70.0,2,5857.741,597.5
Plot  Area,Ready To Move,BHEL Layout,1200.0,3.0,1.0,165.0,4,13750.0,300.0
Built-up  Area,Ready To Move,Medahalli,700.0,1.0,0.0,41.0,1,5857.143,700.0
Super built-up  Area,Ready To Move,Vittasandra,1246.0,2.0,1.0,67.0,2,5377.207,623.0
Plot  Area,Ready To Move,8th Phase JP Nagar,660.0,4.0,2.0,90.0,4,13636.364,165.0
Plot  Area,Ready To Move,Banashankari Stage III,8500.0,4.0,2.0,145.0,4,1705.882,2125.0
Super built-up  Area,Ready To Move,Kashi Nagar,1600.0,4.0,1.0,80.0,4,5000.0,400.0
Super built-up  Area,18-Dec,Haralur Road,2805.0,5.0,3.0,154.0,4,5490.196,701.25
Super built-up  Area,Ready To Move,Begur Road,1584.0,3.0,2.0,65.0,3,4103.535,528.0
Plot  Area,Ready To Move,Sector 7 HSR Layout,3000.0,5.0,1.0,275.0,4,9166.667,750.0
Built-up  Area,Ready To Move,Hosur Road,1175.0,2.0,2.0,48.0,3,4085.106,391.667
Built-up  Area,19-Jul,"Yemlur, Old Airport Road, ",1595.0,3.0,2.0,115.0,3,7210.031,531.667
Super built-up  Area,Ready To Move,VHBCS Layout,1353.0,2.0,2.0,110.0,2,8130.081,676.5
Super built-up  Area,18-Apr,Electronic City,1599.0,3.0,2.0,125.0,3,7817.386,533.0
Super built-up  Area,Ready To Move,Whitefield,1150.0,2.0,1.0,70.0,2,6086.957,575.0
Super built-up  Area,17-Dec,Jakkur,5230.0,6.0,1.0,465.0,4,8891.013,1307.5
Super built-up  Area,Ready To Move,KR Puram,1155.0,2.0,2.0,42.74,2,3700.433,577.5
Built-up  Area,Ready To Move,Ittamadu,1200.0,2.0,0.0,85.0,1,7083.333,1200.0
Super built-up  Area,18-Jul,Electronic City Phase II,1000.0,2.0,1.0,25.0,2,2500.0,500.0
Super built-up  Area,Ready To Move,Thanisandra,3000.0,4.0,2.0,120.0,4,4000.0,750.0
Built-up  Area,Ready To Move,Rajiv Nagar,1867.0,3.0,1.0,160.0,3,8569.898,622.333
Super built-up  Area,18-Jun,Ramagondanahalli,1251.0,2.0,1.0,47.0,2,3756.994,625.5
Super built-up  Area,18-Apr,Gattahalli,1028.0,2.0,1.0,45.5,2,4426.07,514.0
Super built-up  Area,Ready To Move,Arekere,1222.0,2.0,2.0,45.0,2,3682.488,611.0
Super built-up  Area,Ready To Move,Bannerghatta Road,1170.0,2.0,1.0,66.0,3,5641.026,390.0
Super built-up  Area,Ready To Move,Hebbal,2400.0,4.0,1.0,245.0,3,10208.333,800.0
Super built-up  Area,Ready To Move,Ramanjaneyanagar,1385.0,2.0,2.0,48.48,3,3500.361,461.667
Super built-up  Area,Ready To Move,HSR Layout,1372.0,2.0,1.0,68.0,2,4956.268,686.0
